Attribute,Category,Type,Value,Year
EXT,4300-02 · Custom Harvesting Equipment,Income,1430,2024
EXT,4300-02 · Custom Harvesting Equipment,Income,18486,2023
EXT,4300-02 · Custom Harvesting Equipment,Income,18600,2021
EXT,4412 · Labor Income - Other,Income,0,2021
EXT,4412 · Labor Income - Other,Income,0,2022
EXT,4412 · Labor Income - Other,Income,0,2023
EXT,4412 · Labor Income - Other,Income,0,2024
EXT,4412-01 · Custom Farming Labor,Income,0,2022
EXT,4412-01 · Custom Farming Labor,Income,1792,2023
EXT,4412-01 · Custom Farming Labor,Income,1858,2021
EXT,4412-01 · Custom Farming Labor,Income,352,2024
EXT,4500-01 · Management Fees Income,Income,0,2021
EXT,4500-01 · Management Fees Income,Income,0,2022
EXT,4500-01 · Management Fees Income,Income,0,2023
EXT,4500-01 · Management Fees Income,Income,0,2024
EXT,4500-02 · Clerical Variable Income,Income,0,2021
EXT,4500-02 · Clerical Variable Income,Income,0,2022
EXT,4500-02 · Clerical Variable Income,Income,0,2023
EXT,4500-02 · Clerical Variable Income,Income,0,2024
EXT,4500-03 · Customers' Crop Share,Income,0,2021
EXT,4500-03 · Customers' Crop Share,Income,0,2022
EXT,4500-03 · Customers' Crop Share,Income,0,2023
EXT,4500-03 · Customers' Crop Share,Income,0,2024
EXT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
EXT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
EXT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
EXT,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
EXT,5000-01 · Labor Hire Payroll,COGS,0,2022
EXT,5000-01 · Labor Hire Payroll,COGS,1283.02,2021
EXT,5000-01 · Labor Hire Payroll,COGS,1350,2023
EXT,5000-01 · Labor Hire Payroll,COGS,198,2024
EXT,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
EXT,5002-01 · Labor Hire Payroll Taxes,COGS,103.28,2023
EXT,5002-01 · Labor Hire Payroll Taxes,COGS,152.73,2021
EXT,5002-01 · Labor Hire Payroll Taxes,COGS,28.79,2024
EXT,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
EXT,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
EXT,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
EXT,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
EXT,Net Income,Income,13711.92,2022
EXT,Net Income,Income,1555.21,2024
EXT,Net Income,Income,18824.72,2023
EXT,Net Income,Income,19022.25,2021
EXT,Total COGS,COGS,0,2022
EXT,Total COGS,COGS,1435.75,2021
EXT,Total COGS,COGS,1453.28,2023
EXT,Total COGS,COGS,226.79,2024
EXT,Total Expense,Expense,0,2021
EXT,Total Expense,Expense,0,2022
EXT,Total Expense,Expense,0,2023
EXT,Total Expense,Expense,0,2024
EXT,Total Income,Income,13711.92,2022
EXT,Total Income,Income,1782,2024
EXT,Total Income,Income,20278,2023
EXT,Total Income,Income,20458,2021
FI,4300-01 · Custom Farming Equipment,Income,0,2024
FI,4300-01 · Custom Farming Equipment,Income,33733,2022
FI,4300-01 · Custom Farming Equipment,Income,59502,2023
FI,4300-01 · Custom Farming Equipment,Income,772.5,2021
FI,4300-02 · Custom Harvesting Equipment,Income,0,2021
FI,4300-02 · Custom Harvesting Equipment,Income,227588,2023
FI,4300-02 · Custom Harvesting Equipment,Income,268911.95,2022
FI,4300-02 · Custom Harvesting Equipment,Income,29380,2024
FI,4412 · Labor Income - Other,Income,0,2021
FI,4412 · Labor Income - Other,Income,0,2022
FI,4412 · Labor Income - Other,Income,0,2023
FI,4412 · Labor Income - Other,Income,0,2024
FI,4412-01 · Custom Farming Labor,Income,126826.7,2021
FI,4412-01 · Custom Farming Labor,Income,187963.5,2022
FI,4412-01 · Custom Farming Labor,Income,249294.5,2023
FI,4412-01 · Custom Farming Labor,Income,7232,2024
FI,4500-01 · Management Fees Income,Income,0,2024
FI,4500-01 · Management Fees Income,Income,69125,2023
FI,4500-01 · Management Fees Income,Income,81537.5,2022
FI,4500-01 · Management Fees Income,Income,88950,2021
FI,4500-02 · Clerical Variable Income,Income,0,2024
FI,4500-02 · Clerical Variable Income,Income,35876.5,2022
FI,4500-02 · Clerical Variable Income,Income,37359,2021
FI,4500-02 · Clerical Variable Income,Income,40837.5,2023
FI,4500-03 · Customers' Crop Share,Income,0,2024
FI,4500-03 · Customers' Crop Share,Income,13225,2023
FI,4500-03 · Customers' Crop Share,Income,16307.5,2022
FI,4500-03 · Customers' Crop Share,Income,17790,2021
FI,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
FI,4500-04 · Vehicle Maintenance/Fuel Income,Income,14676.75,2022
FI,4500-04 · Vehicle Maintenance/Fuel Income,Income,16011,2021
FI,4500-04 · Vehicle Maintenance/Fuel Income,Income,16145.25,2023
FI,5000-01 · Labor Hire Payroll,COGS,129899.87,2022
FI,5000-01 · Labor Hire Payroll,COGS,145321.09,2023
FI,5000-01 · Labor Hire Payroll,COGS,4707,2024
FI,5000-01 · Labor Hire Payroll,COGS,86274.87,2021
FI,5002-01 · Labor Hire Payroll Taxes,COGS,10703.91,2022
FI,5002-01 · Labor Hire Payroll Taxes,COGS,12231.66,2023
FI,5002-01 · Labor Hire Payroll Taxes,COGS,637.82,2024
FI,5002-01 · Labor Hire Payroll Taxes,COGS,7294.36,2021
FI,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
FI,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
FI,5002-04 · Harvesting Payroll Taxes,COGS,1214.97,2024
FI,5002-04 · Harvesting Payroll Taxes,COGS,1315.8,2021
FI,Net Income,Income,203166.52,2021
FI,Net Income,Income,20337.88,2024
FI,Net Income,Income,508017.44,2022
FI,Net Income,Income,519421.04,2023
FI,Total COGS,COGS,113410.68,2021
FI,Total COGS,COGS,138031.26,2022
FI,Total COGS,COGS,156296.21,2023
FI,Total COGS,COGS,16274.12,2024
FI,Total Expense,Expense,0,2021
FI,Total Expense,Expense,0,2022
FI,Total Expense,Expense,0,2023
FI,Total Expense,Expense,0,2024
FI,Total Income,Income,316577.2,2021
FI,Total Income,Income,36612,2024
FI,Total Income,Income,646048.7,2022
FI,Total Income,Income,675717.25,2023
G&J,4300-01 · Custom Farming Equipment,Income,0,2022
G&J,4300-01 · Custom Farming Equipment,Income,0,2023
G&J,4300-01 · Custom Farming Equipment,Income,0,2024
G&J,4300-01 · Custom Farming Equipment,Income,5821.35,2021
G&J,4300-02 · Custom Harvesting Equipment,Income,0,2022
G&J,4300-02 · Custom Harvesting Equipment,Income,0,2023
G&J,4300-02 · Custom Harvesting Equipment,Income,0,2024
G&J,4300-02 · Custom Harvesting Equipment,Income,5035.15,2021
G&J,4412 · Labor Income - Other,Income,0,2021
G&J,4412 · Labor Income - Other,Income,0,2022
G&J,4412 · Labor Income - Other,Income,0,2023
G&J,4412 · Labor Income - Other,Income,0,2024
G&J,4412-01 · Custom Farming Labor,Income,0,2022
G&J,4412-01 · Custom Farming Labor,Income,0,2023
G&J,4412-01 · Custom Farming Labor,Income,0,2024
G&J,4412-01 · Custom Farming Labor,Income,4982,2021
G&J,4500-01 · Management Fees Income,Income,0,2021
G&J,4500-01 · Management Fees Income,Income,0,2022
G&J,4500-01 · Management Fees Income,Income,0,2023
G&J,4500-01 · Management Fees Income,Income,0,2024
G&J,4500-02 · Clerical Variable Income,Income,0,2022
G&J,4500-02 · Clerical Variable Income,Income,0,2023
G&J,4500-02 · Clerical Variable Income,Income,0,2024
G&J,4500-02 · Clerical Variable Income,Income,991.26,2021
G&J,4500-03 · Customers' Crop Share,Income,0,2021
G&J,4500-03 · Customers' Crop Share,Income,0,2022
G&J,4500-03 · Customers' Crop Share,Income,0,2023
G&J,4500-03 · Customers' Crop Share,Income,0,2024
G&J,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
G&J,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
G&J,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
G&J,4500-04 · Vehicle Maintenance/Fuel Income,Income,630,2021
G&J,5000-01 · Labor Hire Payroll,COGS,0,2022
G&J,5000-01 · Labor Hire Payroll,COGS,0,2023
G&J,5000-01 · Labor Hire Payroll,COGS,0,2024
G&J,5000-01 · Labor Hire Payroll,COGS,3986.9,2021
G&J,5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
G&J,5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
G&J,5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
G&J,5002-01 · Labor Hire Payroll Taxes,COGS,332.39,2021
G&J,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
G&J,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
G&J,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
G&J,5002-04 · Harvesting Payroll Taxes,COGS,13.91,2021
G&J,Net Income,Income,0,2023
G&J,Net Income,Income,0,2024
G&J,Net Income,Income,13889.78,2021
G&J,Net Income,Income,'-166.95,2022
G&J,Total COGS,COGS,0,2023
G&J,Total COGS,COGS,0,2024
G&J,Total COGS,COGS,166.95,2022
G&J,Total COGS,COGS,6368.18,2021
G&J,Total Expense,Expense,0,2022
G&J,Total Expense,Expense,0,2023
G&J,Total Expense,Expense,0,2024
G&J,Total Expense,Expense,465,2021
G&J,Total Income,Income,0,2022
G&J,Total Income,Income,0,2023
G&J,Total Income,Income,0,2024
G&J,Total Income,Income,20722.96,2021
GB-40,4300-01 · Custom Farming Equipment,Income,0,2021
GB-40,4300-01 · Custom Farming Equipment,Income,15196.3,2022
GB-40,4300-01 · Custom Farming Equipment,Income,4101,2024
GB-40,4300-01 · Custom Farming Equipment,Income,7118.88,2023
GB-40,4300-02 · Custom Harvesting Equipment,Income,0,2021
GB-40,4300-02 · Custom Harvesting Equipment,Income,0,2022
GB-40,4300-02 · Custom Harvesting Equipment,Income,0,2023
GB-40,4300-02 · Custom Harvesting Equipment,Income,0,2024
GB-40,4412 · Labor Income - Other,Income,0,2021
GB-40,4412 · Labor Income - Other,Income,0,2022
GB-40,4412 · Labor Income - Other,Income,0,2023
GB-40,4412 · Labor Income - Other,Income,0,2024
GB-40,4412-01 · Custom Farming Labor,Income,0,2021
GB-40,4412-01 · Custom Farming Labor,Income,19792,2023
GB-40,4412-01 · Custom Farming Labor,Income,20427,2024
GB-40,4412-01 · Custom Farming Labor,Income,24283,2022
GB-40,4500-01 · Management Fees Income,Income,0,2021
GB-40,4500-01 · Management Fees Income,Income,1700,2024
GB-40,4500-01 · Management Fees Income,Income,2587.5,2023
GB-40,4500-01 · Management Fees Income,Income,3351.76,2022
GB-40,4500-02 · Clerical Variable Income,Income,0,2021
GB-40,4500-02 · Clerical Variable Income,Income,0,2022
GB-40,4500-02 · Clerical Variable Income,Income,1088,2024
GB-40,4500-02 · Clerical Variable Income,Income,1496,2023
GB-40,4500-03 · Customers' Crop Share,Income,0,2021
GB-40,4500-03 · Customers' Crop Share,Income,0,2022
GB-40,4500-03 · Customers' Crop Share,Income,340,2024
GB-40,4500-03 · Customers' Crop Share,Income,467.5,2023
GB-40,4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2021
GB-40,4500-04 · Vehicle Maintenance/Fuel Income,Income,1071,2024
GB-40,4500-04 · Vehicle Maintenance/Fuel Income,Income,1400,2022
GB-40,4500-04 · Vehicle Maintenance/Fuel Income,Income,1449,2023
GB-40,5000-01 · Labor Hire Payroll,COGS,0,2021
GB-40,5000-01 · Labor Hire Payroll,COGS,12139.66,2023
GB-40,5000-01 · Labor Hire Payroll,COGS,13258.79,2024
GB-40,5000-01 · Labor Hire Payroll,COGS,14936.32,2022
GB-40,5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
GB-40,5002-01 · Labor Hire Payroll Taxes,COGS,1141.46,2024
GB-40,5002-01 · Labor Hire Payroll Taxes,COGS,1178.98,2022
GB-40,5002-01 · Labor Hire Payroll Taxes,COGS,949.55,2023
GB-40,5002-04 · Harvesting Payroll Taxes,COGS,0,2021
GB-40,5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GB-40,5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GB-40,5002-04 · Harvesting Payroll Taxes,COGS,0,2024
GB-40,Net Income,Income,0,2021
GB-40,Net Income,Income,12257.39,2022
GB-40,Net Income,Income,13952.97,2024
GB-40,Net Income,Income,36138.49,2023
GB-40,Total COGS,COGS,0,2021
GB-40,Total COGS,COGS,14774.03,2024
GB-40,Total COGS,COGS,'-1524.09,2023
GB-40,Total COGS,COGS,30270.15,2022
GB-40,Total Expense,Expense,0,2021
GB-40,Total Expense,Expense,0,2024
GB-40,Total Expense,Expense,1703.52,2022
GB-40,Total Expense,Expense,'-1703.52,2023
GB-40,Total Income,Income,0,2021
GB-40,Total Income,Income,28727,2024
GB-40,Total Income,Income,32910.88,2023
GB-40,Total Income,Income,44231.06,2022
GB-40 (LORI),4300-01 · Custom Farming Equipment,Income,0,2022
GB-40 (LORI),4300-01 · Custom Farming Equipment,Income,0,2023
GB-40 (LORI),4300-01 · Custom Farming Equipment,Income,0,2024
GB-40 (LORI),4300-01 · Custom Farming Equipment,Income,31115,2021
GB-40 (LORI),4300-02 · Custom Harvesting Equipment,Income,0,2021
GB-40 (LORI),4300-02 · Custom Harvesting Equipment,Income,0,2022
GB-40 (LORI),4300-02 · Custom Harvesting Equipment,Income,0,2023
GB-40 (LORI),4300-02 · Custom Harvesting Equipment,Income,0,2024
GB-40 (LORI),4412 · Labor Income - Other,Income,0,2021
GB-40 (LORI),4412 · Labor Income - Other,Income,0,2022
GB-40 (LORI),4412 · Labor Income - Other,Income,0,2023
GB-40 (LORI),4412 · Labor Income - Other,Income,0,2024
GB-40 (LORI),4412-01 · Custom Farming Labor,Income,0,2022
GB-40 (LORI),4412-01 · Custom Farming Labor,Income,0,2023
GB-40 (LORI),4412-01 · Custom Farming Labor,Income,0,2024
GB-40 (LORI),4412-01 · Custom Farming Labor,Income,56107.75,2021
GB-40 (LORI),4500-01 · Management Fees Income,Income,0,2023
GB-40 (LORI),4500-01 · Management Fees Income,Income,0,2024
GB-40 (LORI),4500-01 · Management Fees Income,Income,500,2022
GB-40 (LORI),4500-01 · Management Fees Income,Income,5362.5,2021
GB-40 (LORI),4500-02 · Clerical Variable Income,Income,0,2022
GB-40 (LORI),4500-02 · Clerical Variable Income,Income,0,2023
GB-40 (LORI),4500-02 · Clerical Variable Income,Income,0,2024
GB-40 (LORI),4500-02 · Clerical Variable Income,Income,2504.97,2021
GB-40 (LORI),4500-03 · Customers' Crop Share,Income,0,2021
GB-40 (LORI),4500-03 · Customers' Crop Share,Income,0,2022
GB-40 (LORI),4500-03 · Customers' Crop Share,Income,0,2023
GB-40 (LORI),4500-03 · Customers' Crop Share,Income,0,2024
GB-40 (LORI),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
GB-40 (LORI),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
GB-40 (LORI),4500-04 · Vehicle Maintenance/Fuel Income,Income,280,2022
GB-40 (LORI),4500-04 · Vehicle Maintenance/Fuel Income,Income,3003,2021
GB-40 (LORI),5000-01 · Labor Hire Payroll,COGS,0,2023
GB-40 (LORI),5000-01 · Labor Hire Payroll,COGS,0,2024
GB-40 (LORI),5000-01 · Labor Hire Payroll,COGS,10698.82,2021
GB-40 (LORI),5000-01 · Labor Hire Payroll,COGS,474.75,2022
GB-40 (LORI),5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
GB-40 (LORI),5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
GB-40 (LORI),5002-01 · Labor Hire Payroll Taxes,COGS,45.84,2022
GB-40 (LORI),5002-01 · Labor Hire Payroll Taxes,COGS,947.84,2021
GB-40 (LORI),5002-04 · Harvesting Payroll Taxes,COGS,0,2021
GB-40 (LORI),5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GB-40 (LORI),5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GB-40 (LORI),5002-04 · Harvesting Payroll Taxes,COGS,0,2024
GB-40 (LORI),Net Income,Income,0,2023
GB-40 (LORI),Net Income,Income,0,2024
GB-40 (LORI),Net Income,Income,284.73,2022
GB-40 (LORI),Net Income,Income,86487.74,2021
GB-40 (LORI),Total COGS,COGS,0,2023
GB-40 (LORI),Total COGS,COGS,0,2024
GB-40 (LORI),Total COGS,COGS,11605.48,2021
GB-40 (LORI),Total COGS,COGS,495.27,2022
GB-40 (LORI),Total Expense,Expense,0,2021
GB-40 (LORI),Total Expense,Expense,0,2022
GB-40 (LORI),Total Expense,Expense,0,2023
GB-40 (LORI),Total Expense,Expense,0,2024
GB-40 (LORI),Total Income,Income,0,2023
GB-40 (LORI),Total Income,Income,0,2024
GB-40 (LORI),Total Income,Income,780,2022
GB-40 (LORI),Total Income,Income,98093.22,2021
GB-40 (old),4300-01 · Custom Farming Equipment,Income,0,2021
GB-40 (old),4300-01 · Custom Farming Equipment,Income,0,2022
GB-40 (old),4300-01 · Custom Farming Equipment,Income,0,2023
GB-40 (old),4300-01 · Custom Farming Equipment,Income,0,2024
GB-40 (old),4300-02 · Custom Harvesting Equipment,Income,0,2021
GB-40 (old),4300-02 · Custom Harvesting Equipment,Income,0,2022
GB-40 (old),4300-02 · Custom Harvesting Equipment,Income,0,2023
GB-40 (old),4300-02 · Custom Harvesting Equipment,Income,0,2024
GB-40 (old),4412 · Labor Income - Other,Income,0,2021
GB-40 (old),4412 · Labor Income - Other,Income,0,2022
GB-40 (old),4412 · Labor Income - Other,Income,0,2023
GB-40 (old),4412 · Labor Income - Other,Income,0,2024
GB-40 (old),4412-01 · Custom Farming Labor,Income,0,2021
GB-40 (old),4412-01 · Custom Farming Labor,Income,0,2022
GB-40 (old),4412-01 · Custom Farming Labor,Income,0,2023
GB-40 (old),4412-01 · Custom Farming Labor,Income,0,2024
GB-40 (old),4500-01 · Management Fees Income,Income,0,2022
GB-40 (old),4500-01 · Management Fees Income,Income,0,2023
GB-40 (old),4500-01 · Management Fees Income,Income,0,2024
GB-40 (old),4500-01 · Management Fees Income,Income,487.5,2021
GB-40 (old),4500-02 · Clerical Variable Income,Income,0,2022
GB-40 (old),4500-02 · Clerical Variable Income,Income,0,2023
GB-40 (old),4500-02 · Clerical Variable Income,Income,0,2024
GB-40 (old),4500-02 · Clerical Variable Income,Income,204.75,2021
GB-40 (old),4500-03 · Customers' Crop Share,Income,0,2022
GB-40 (old),4500-03 · Customers' Crop Share,Income,0,2023
GB-40 (old),4500-03 · Customers' Crop Share,Income,0,2024
GB-40 (old),4500-03 · Customers' Crop Share,Income,302.31,2021
GB-40 (old),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2022
GB-40 (old),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2023
GB-40 (old),4500-04 · Vehicle Maintenance/Fuel Income,Income,0,2024
GB-40 (old),4500-04 · Vehicle Maintenance/Fuel Income,Income,273,2021
GB-40 (old),5000-01 · Labor Hire Payroll,COGS,0,2021
GB-40 (old),5000-01 · Labor Hire Payroll,COGS,0,2022
GB-40 (old),5000-01 · Labor Hire Payroll,COGS,0,2023
GB-40 (old),5000-01 · Labor Hire Payroll,COGS,0,2024
GB-40 (old),5002-01 · Labor Hire Payroll Taxes,COGS,0,2021
GB-40 (old),5002-01 · Labor Hire Payroll Taxes,COGS,0,2022
GB-40 (old),5002-01 · Labor Hire Payroll Taxes,COGS,0,2023
GB-40 (old),5002-01 · Labor Hire Payroll Taxes,COGS,0,2024
GB-40 (old),5002-04 · Harvesting Payroll Taxes,COGS,0,2021
GB-40 (old),5002-04 · Harvesting Payroll Taxes,COGS,0,2022
GB-40 (old),5002-04 · Harvesting Payroll Taxes,COGS,0,2023
GB-40 (old),5002-04 · Harvesting Payroll Taxes,COGS,0,2024
GB-40 (old),Net Income,Income,0,2022
GB-40 (old),Net Income,Income,0,2023
GB-40 (old),Net Income,Income,0,2024
GB-40 (old),Net Income,Income,1267.56,2021
GB-40 (old),Total COGS,COGS,0,2021
GB-40 (old),Total COGS,COGS,0,2022
GB-40 (old),Total COGS,COGS,0,2023
GB-40 (old),Total COGS,COGS,0,2024
GB-40 (old),Total Expense,Expense,0,2021
GB-40 (old),Total Expense,Expense,0,2022
GB-40 (old),Total Expense,Expense,0,2023
GB-40 (old),Total Expense,Expense,0,2024
GB-40 (old),Total Income,Income,0,2022
GB-40 (old),Total Income,Income,0,2023
GB-40 (old),Total Income,Income,0,2024
GB-40 (old),Total Income,Income,1267.56,2021
GJ,4300-01 · Custom Farming Equipment,Income,1382.9,2021
GJ,4300-01 · Custom Farming Equipment,Income,3200,2024
GJ,4300-01 · Custom Farming Equipment,Income,6419.31,2022
GJ,4300-01 · Custom Farming Equipment,Income,6627,2023
GJ,4300-02 · Custom Harvesting Equipment,Income,0,2024
GJ,4300-02 · Custom Harvesting Equipment,Income,10008,2023
GJ,4300-02 · Custom Harvesting Equipment,Income,4315.15,2021
GJ,4300-02 · Custom Harvesting Equipment,Income,9372.46,2022
GJ,4412 · Labor Income - Other,Income,0,2021
GJ,4412 · Labor Income - Other,Income,0,2022
GJ,4412 · Labor Income - Other,Income,0,2023
GJ,4412 · Labor Income - Other,Income,0,2024
GJ,4412-01 · Custom Farming Labor,Income,1540,2021
GJ,4412-01 · Custom Farming Labor,Income,1598,2024
GJ,4412-01 · Custom Farming Labor,Income,3083,2022
GJ,4412-01 · Custom Farming Labor,Income,7523,2023
GJ,4500-01 · Management Fees Income,Income,0,2021
GJ,4500-01 · Management Fees Income,Income,0,2022
GJ,4500-01 · Management Fees Income,Income,1800,2023
GJ,4500-01 · Management Fees Income,Income,1800,2024
GJ,4500-02 · Clerical Variable Income,Income,1089,2022
GJ,4500-02 · Clerical Variable Income,Income,1152,2024
GJ,4500-02 · Clerical Variable Income,Income,1683,2023
GJ,4500-02 · Clerical Variable Income,Income,259.38,2021
GJ,4500-03 · Customers' Crop Share,Income,0,2021
GJ,4500-03 · Customers' Crop Share,Income,0,2022
GJ,4500-03 · Customers' Crop Share,Income,504,2023
GJ,4500-03 · Customers' Crop Share,Income,504,2024
GJ,4500-04 · Vehicle Maintenance/Fuel Income,Income,1134,2024
GJ,4500-04 · Vehicle Maintenance/Fuel Income,Income,126,2021
GJ,4500-04 · Vehicle Maintenance/Fuel Income,Income,1449,2023
